,State,County,Entity,Facility ID,Plant Name,Status,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Primary Purpose,Primary Energy Source,Secondary Energy Source,Initial Year of Operation,location,latlons,lat,lon
492,IA,Dubuque,Interstate Power and Light Co,1046,Dubuque,OP,28.7,28.0,29.2,22,SUB,BIT,1952,Dubuque+IA,"[-90.66457179999999, 42.5005583]",42.5005583,-90.66457179999999
493,IA,Dubuque,Interstate Power and Light Co,1046,Dubuque,OP,37.5,35.5,36.2,22,SUB,BIT,1959,Dubuque+IA,"[-90.66457179999999, 42.5005583]",42.5005583,-90.66457179999999
494,IA,Allamakee,Interstate Power and Light Co,1047,Lansing,SB,37.5,29.4,29.5,22,SUB,BIT,1957,Allamakee+IA,"[-91.44346900000001, 43.2430754]",43.2430754,-91.44346900000001
495,IA,Allamakee,Interstate Power and Light Co,1047,Lansing,OP,274.5,240.1,245.5,22,SUB,BIT,1977,Allamakee+IA,"[-91.44346900000001, 43.2430754]",43.2430754,-91.44346900000001
496,IA,Clinton,Interstate Power and Light Co,1048,Milton L Kapp,OP,218.5,210.0,211.1,22,SUB,NG,1967,Clinton+IA,"[-90.1887379, 41.8444735]",41.8444735,-90.1887379
497,IA,Linn,Interstate Power and Light Co,1073,Prairie Creek,OP,14.6,1.6,1.6,22,SUB,NG,1997,Linn+IA,"[-91.67606909999999, 42.0659844]",42.0659844,-91.67606909999999
498,IA,Linn,Interstate Power and Light Co,1073,Prairie Creek,OP,50.0,45.6,47.2,22,SUB,NG,1958,Linn+IA,"[-91.67606909999999, 42.0659844]",42.0659844,-91.67606909999999
499,IA,Linn,Interstate Power and Light Co,1073,Prairie Creek,OP,148.8,123.0,126.0,22,SUB,NG,1967,Linn+IA,"[-91.67606909999999, 42.0659844]",42.0659844,-91.67606909999999
500,IA,Marshall,Interstate Power and Light Co,1077,Sutherland,OP,37.5,27.8,27.8,22,SUB,NG,1955,Marshall+IA,"[-92.9375739, 42.0407088]",42.0407088,-92.9375739
501,IA,Marshall,Interstate Power and Light Co,1077,Sutherland,OP,81.6,78.3,79.0,22,SUB,PC,1961,Marshall+IA,"[-92.9375739, 42.0407088]",42.0407088,-92.9375739
502,IA,Des Moines,Interstate Power and Light Co,1104,Burlington,OP,212.0,192.0,194.9,22,SUB,NG,1968,Des Moines+IA,"[-93.6091064, 41.6005448]",41.6005448,-93.6091064
503,IA,Wapello,Interstate Power and Light Co,6254,Ottumwa,OP,725.9,697.3,702.8,22,SUB,,1981,Wapello+IA,"[-91.1854273, 41.18141929999999]",41.18141929999999,-91.1854273
504,IA,Story,Iowa State University,54201,Iowa State University,OP,13.2,13.3,13.3,611,BIT,NG,1978,Story+IA,"[-93.5003454, 42.1040438]",42.1040438,-93.5003454
505,IA,Story,Iowa State University,54201,Iowa State University,SB,6.2,6.3,6.3,611,BIT,NG,1960,Story+IA,"[-93.5003454, 42.1040438]",42.1040438,-93.5003454
506,IA,Story,Iowa State University,54201,Iowa State University,OP,11.5,11.5,11.5,611,BIT,NG,1970,Story+IA,"[-93.5003454, 42.1040438]",42.1040438,-93.5003454
507,IA,Story,Iowa State University,54201,Iowa State University,OP,15.1,15.1,15.1,611,BIT,NG,2005,Story+IA,"[-93.5003454, 42.1040438]",42.1040438,-93.5003454
508,FL,Duval,JEA,207,St Johns River Power Park,OP,679.0,626.0,638.0,22,BIT,PC,1987,Duval+FL,"[-81.6035062, 30.3500511]",30.3500511,-81.6035062
509,FL,Duval,JEA,207,St Johns River Power Park,OP,679.0,626.0,638.0,22,BIT,PC,1988,Duval+FL,"[-81.6035062, 30.3500511]",30.3500511,-81.6035062
510,VA,HOPEWELL CITY,Hopewell Operating Services LLC,10377,James River Genco LLC,OP,57.4,46.3,46.3,22,BIT,,1988,HOPEWELL CITY+VA,"[-77.28720009999999, 37.3043154]",37.3043154,-77.28720009999999
511,VA,HOPEWELL CITY,Hopewell Operating Services LLC,10377,James River Genco LLC,OP,57.4,46.3,46.3,22,BIT,,1988,HOPEWELL CITY+VA,"[-77.28720009999999, 37.3043154]",37.3043154,-77.28720009999999
512,NY,Chautauqua,Jamestown Board of Public Util,2682,S A Carlson,OP,24.5,22.5,22.5,22,BIT,NG,1951,Chautauqua+NY,"[-79.4668445, 42.209774]",42.209774,-79.4668445
513,NY,Chautauqua,Jamestown Board of Public Util,2682,S A Carlson,OP,24.5,22.5,22.5,22,BIT,NG,1968,Chautauqua+NY,"[-79.4668445, 42.209774]",42.209774,-79.4668445
514,IN,Dubois,City of Jasper,6225,Jasper 2,OP,14.5,13.6,13.6,22,BIT,,1968,Dubois+IN,"[-86.8041574, 38.4453945]",38.4453945,-86.8041574
515,FL,Nassau,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,OP,74.4,50.0,50.0,32213,BIT,RFO,1982,Nassau+FL,"[-81.8224362, 30.5927334]",30.5927334,-81.8224362
516,IL,Rock Island,John Deere Harvester Works Co,10039,John Deere Harvester Works,SB,2.0,2.0,2.0,333,BIT,,1940,Rock Island+IL,"[-90.5787476, 41.5094771]",41.5094771,-90.5787476
517,IL,Rock Island,John Deere Harvester Works Co,10039,John Deere Harvester Works,SB,2.5,2.5,2.5,333,BIT,,1949,Rock Island+IL,"[-90.5787476, 41.5094771]",41.5094771,-90.5787476
518,IL,Rock Island,John Deere Harvester Works Co,10039,John Deere Harvester Works,SB,3.0,3.0,3.0,333,BIT,,1951,Rock Island+IL,"[-90.5787476, 41.5094771]",41.5094771,-90.5787476
519,IL,Rock Island,John Deere Harvester Works Co,10039,John Deere Harvester Works,OS,2.5,2.5,2.5,333,BIT,,1960,Rock Island+IL,"[-90.5787476, 41.5094771]",41.5094771,-90.5787476
520,KS,Wyandotte,City of Kansas City - (KS),1295,Quindaro,OP,81.6,72.0,72.0,22,SUB,NG,1965,Wyandotte+KS,"[-94.7691586, 39.0986811]",39.0986811,-94.7691586
521,KS,Wyandotte,City of Kansas City - (KS),1295,Quindaro,OP,157.5,111.0,111.0,22,SUB,NG,1971,Wyandotte+KS,"[-94.7691586, 39.0986811]",39.0986811,-94.7691586
522,KS,Wyandotte,City of Kansas City - (KS),6064,Nearman Creek,OP,261.0,229.0,229.0,22,SUB,,1981,Wyandotte+KS,"[-94.7691586, 39.0986811]",39.0986811,-94.7691586
523,KS,Linn,Kansas City Power & Light Co,1241,La Cygne,OP,893.0,735.0,735.0,22,SUB,BIT,1973,Linn+KS,"[-97.08419180000001, 39.6800019]",39.6800019,-97.08419180000001
524,KS,Linn,Kansas City Power & Light Co,1241,La Cygne,OP,685.0,686.2,686.2,22,SUB,,1977,Linn+KS,"[-97.08419180000001, 39.6800019]",39.6800019,-97.08419180000001
525,MO,Jackson,Kansas City Power & Light Co,2079,Hawthorn,OP,594.3,564.0,564.0,22,SUB,NG,1969,Jackson+MO,"[-89.6662063, 37.3822732]",37.3822732,-89.6662063
526,MO,Henry,Kansas City Power & Light Co,2080,Montrose,OP,188.0,170.0,170.0,22,SUB,,1958,Henry+MO,"[-93.8248241, 38.3386592]",38.3386592,-93.8248241
527,MO,Henry,Kansas City Power & Light Co,2080,Montrose,OP,188.0,164.0,164.0,22,SUB,,1960,Henry+MO,"[-93.8248241, 38.3386592]",38.3386592,-93.8248241
528,MO,Henry,Kansas City Power & Light Co,2080,Montrose,OP,188.0,176.0,176.0,22,SUB,,1964,Henry+MO,"[-93.8248241, 38.3386592]",38.3386592,-93.8248241
529,MO,Platte,Kansas City Power & Light Co,6065,Iatan,OP,726.0,704.7,704.7,22,SUB,,1980,Platte+MO,"[-94.7691586, 39.34756489999999]",39.34756489999999,-94.7691586
530,MO,Platte,Kansas City Power & Light Co,6065,Iatan,OP,914.0,881.1,881.1,22,SUB,,2010,Platte+MO,"[-94.7691586, 39.34756489999999]",39.34756489999999,-94.7691586
531,KY,Mercer,Kentucky Utilities Co,1355,E W Brown,OP,113.6,106.0,107.0,22,BIT,,1957,Mercer+KY,"[-84.8984775, 37.8258603]",37.8258603,-84.8984775
532,KY,Mercer,Kentucky Utilities Co,1355,E W Brown,OP,179.5,166.0,168.0,22,BIT,,1963,Mercer+KY,"[-84.8984775, 37.8258603]",37.8258603,-84.8984775
533,KY,Mercer,Kentucky Utilities Co,1355,E W Brown,OP,464.0,412.0,416.0,22,BIT,,1971,Mercer+KY,"[-84.8984775, 37.8258603]",37.8258603,-84.8984775
534,KY,Carroll,Kentucky Utilities Co,1356,Ghent,OP,556.9,479.0,481.0,22,BIT,,1974,Carroll+KY,"[-85.0649071, 38.6748355]",38.6748355,-85.0649071
535,KY,Carroll,Kentucky Utilities Co,1356,Ghent,OP,556.3,495.0,477.0,22,BIT,,1977,Carroll+KY,"[-85.0649071, 38.6748355]",38.6748355,-85.0649071
536,KY,Carroll,Kentucky Utilities Co,1356,Ghent,OP,556.5,489.0,482.0,22,BIT,,1981,Carroll+KY,"[-85.0649071, 38.6748355]",38.6748355,-85.0649071
537,KY,Carroll,Kentucky Utilities Co,1356,Ghent,OP,556.2,469.0,491.0,22,BIT,,1984,Carroll+KY,"[-85.0649071, 38.6748355]",38.6748355,-85.0649071
538,KY,Muhlenberg,Kentucky Utilities Co,1357,Green River,OP,75.0,68.0,71.0,22,BIT,,1954,Muhlenberg+KY,"[-87.14228949999999, 37.17725009999999]",37.17725009999999,-87.14228949999999
539,KY,Muhlenberg,Kentucky Utilities Co,1357,Green River,OP,113.6,93.0,100.0,22,BIT,,1959,Muhlenberg+KY,"[-87.14228949999999, 37.17725009999999]",37.17725009999999,-87.14228949999999
540,KY,Woodford,Kentucky Utilities Co,1361,Tyrone,SB,75.0,71.0,73.0,22,BIT,,1953,Woodford+KY,"[-84.7315563, 38.0721662]",38.0721662,-84.7315563
541,PA,Delaware,Kimberly-Clark Corp,50410,Chester Operations,OP,67.0,67.0,67.0,322122,WC,PC,1986,Delaware+PA,"[-75.3878525, 39.907793]",39.907793,-75.3878525
542,FL,Polk,City of Lakeland,676,C D McIntosh Jr,OP,363.8,342.0,342.0,22,BIT,PC,1982,Polk+FL,"[-81.6911559, 27.8617347]",27.8617347,-81.6911559
543,CO,Prowers,City of Lamar - (CO),508,Lamar Plant,OP,25.0,25.0,25.0,22,SUB,,1972,Prowers+CO,"[-102.2547919, 37.84337560000001]",37.84337560000001,-102.2547919
544,CO,Prowers,City of Lamar - (CO),508,Lamar Plant,OP,18.5,15.0,15.0,22,SUB,,2009,Prowers+CO,"[-102.2547919, 37.84337560000001]",37.84337560000001,-102.2547919
545,IN,Cass,City of Logansport - (IN),1032,Logansport,OP,18.0,16.5,16.5,22,BIT,,1958,Cass+IN,"[-87.27862669999999, 39.0869874]",39.0869874,-87.27862669999999
546,IN,Cass,City of Logansport - (IN),1032,Logansport,OP,25.0,22.0,22.0,22,BIT,,1964,Cass+IN,"[-87.27862669999999, 39.0869874]",39.0869874,-87.27862669999999
547,UT,Millard,Los Angeles Department of Water & Power,6481,Intermountain Power Project,OP,820.0,900.0,900.0,22,BIT,SUB,1986,Millard+UT,"[-113.1918021, 39.0611744]",39.0611744,-113.1918021
548,UT,Millard,Los Angeles Department of Water & Power,6481,Intermountain Power Project,OP,820.0,900.0,900.0,22,BIT,SUB,1987,Millard+UT,"[-113.1918021, 39.0611744]",39.0611744,-113.1918021
549,KY,Jefferson,Louisville Gas & Electric Co,1363,Cane Run,OP,163.2,155.0,155.0,22,BIT,NG,1962,Jefferson+KY,"[-85.64348700000001, 38.1938097]",38.1938097,-85.64348700000001
550,KY,Jefferson,Louisville Gas & Electric Co,1363,Cane Run,OP,209.4,168.0,168.0,22,BIT,NG,1966,Jefferson+KY,"[-85.64348700000001, 38.1938097]",38.1938097,-85.64348700000001
551,KY,Jefferson,Louisville Gas & Electric Co,1363,Cane Run,OP,272.0,240.0,240.0,22,BIT,NG,1969,Jefferson+KY,"[-85.64348700000001, 38.1938097]",38.1938097,-85.64348700000001
552,KY,Jefferson,Louisville Gas & Electric Co,1364,Mill Creek,OP,355.5,303.0,303.0,22,BIT,NG,1972,Jefferson+KY,"[-85.64348700000001, 38.1938097]",38.1938097,-85.64348700000001
553,KY,Jefferson,Louisville Gas & Electric Co,1364,Mill Creek,OP,355.5,301.0,299.0,22,BIT,NG,1974,Jefferson+KY,"[-85.64348700000001, 38.1938097]",38.1938097,-85.64348700000001
554,KY,Jefferson,Louisville Gas & Electric Co,1364,Mill Creek,OP,462.6,391.0,394.0,22,BIT,NG,1978,Jefferson+KY,"[-85.64348700000001, 38.1938097]",38.1938097,-85.64348700000001
555,KY,Jefferson,Louisville Gas & Electric Co,1364,Mill Creek,OP,543.6,477.0,486.0,22,BIT,NG,1982,Jefferson+KY,"[-85.64348700000001, 38.1938097]",38.1938097,-85.64348700000001
556,KY,Trimble,Louisville Gas & Electric Co,6071,Trimble County,OP,566.1,511.0,515.0,22,BIT,DFO,1990,Trimble+KY,"[-84.73577630000001, 37.0120194]",37.0120194,-84.73577630000001
557,KY,Trimble,Louisville Gas & Electric Co,6071,Trimble County,OP,834.0,731.9,761.3,22,BIT,SUB,2011,Trimble+KY,"[-84.73577630000001, 37.0120194]",37.0120194,-84.73577630000001
558,LA,Pointe Coupee,Louisiana Generating LLC,6055,Big Cajun 2,OP,626.0,580.0,580.0,22,SUB,DFO,1981,Pointe Coupee+LA,"[-91.5983959, 30.6102166]",30.6102166,-91.5983959
559,LA,Pointe Coupee,Louisiana Generating LLC,6055,Big Cajun 2,OP,626.0,575.0,575.0,22,SUB,DFO,1982,Pointe Coupee+LA,"[-91.5983959, 30.6102166]",30.6102166,-91.5983959
560,LA,Pointe Coupee,Louisiana Generating LLC,6055,Big Cajun 2,OP,619.0,588.0,588.0,22,SUB,DFO,1983,Pointe Coupee+LA,"[-91.5983959, 30.6102166]",30.6102166,-91.5983959
561,TX,Fayette,Lower Colorado River Authority,6179,Fayette Power Project,OP,615.0,598.0,606.0,22,SUB,,1979,Fayette+TX,"[-96.83509989999999, 29.8896442]",29.8896442,-96.83509989999999
562,TX,Fayette,Lower Colorado River Authority,6179,Fayette Power Project,OP,615.0,598.0,606.0,22,SUB,,1980,Fayette+TX,"[-96.83509989999999, 29.8896442]",29.8896442,-96.83509989999999
563,TX,Fayette,Lower Colorado River Authority,6179,Fayette Power Project,OP,460.0,445.0,450.0,22,SUB,,1988,Fayette+TX,"[-96.83509989999999, 29.8896442]",29.8896442,-96.83509989999999
564,WI,Dane,Madison Gas & Electric Co,3992,Blount Street,OP,50.0,49.5,49.5,22,BIT,NG,1957,Dane+WI,"[-89.5015088, 43.2505472]",43.2505472,-89.5015088
565,WI,Dane,Madison Gas & Electric Co,3992,Blount Street,OP,50.0,49.7,49.7,22,BIT,NG,1961,Dane+WI,"[-89.5015088, 43.2505472]",43.2505472,-89.5015088
566,MI,Marquette,City of Marquette - (MI),1843,Shiras,OS,12.5,11.6,11.6,22,BIT,,1967,Marquette+MI,"[-87.39559539999999, 46.5475825]",46.5475825,-87.39559539999999
567,MI,Marquette,City of Marquette - (MI),1843,Shiras,OP,21.0,19.5,19.5,22,BIT,WDS,1972,Marquette+MI,"[-87.39559539999999, 46.5475825]",46.5475825,-87.39559539999999
568,MI,Marquette,City of Marquette - (MI),1843,Shiras,OP,44.0,41.0,41.0,22,SUB,,1983,Marquette+MI,"[-87.39559539999999, 46.5475825]",46.5475825,-87.39559539999999
569,MO,Saline,City of Marshall- (MO),2144,Marshall,OP,6.0,5.8,5.9,22,BIT,NG,1956,Saline+MO,"[-93.17796589999999, 39.1943564]",39.1943564,-93.17796589999999
570,MO,Saline,City of Marshall- (MO),2144,Marshall,OP,16.5,16.0,16.2,22,BIT,NG,1967,Saline+MO,"[-93.17796589999999, 39.1943564]",39.1943564,-93.17796589999999
571,ND,Morton,Montana-Dakota Utilities Co,2790,R M Heskett,OP,40.0,29.5,29.5,22,LIG,SUB,1954,Morton+ND,"[-101.1621736, 46.6683872]",46.6683872,-101.1621736
572,ND,Morton,Montana-Dakota Utilities Co,2790,R M Heskett,OP,75.0,74.8,74.8,22,LIG,SUB,1963,Morton+ND,"[-101.1621736, 46.6683872]",46.6683872,-101.1621736
573,MT,Richland,Montana-Dakota Utilities Co,6089,Lewis & Clark,OP,50.0,53.1,44.0,22,LIG,NG,1958,Richland+MT,"[-104.8017491, 47.9200496]",47.9200496,-104.8017491
574,WI,WINNEBAGO,City of Menasha - (WI),4127,Menasha,OP,7.5,7.5,7.5,22,SUB,,1954,WINNEBAGO+WI,"[-88.5251126, 44.0758178]",44.0758178,-88.5251126
575,WI,WINNEBAGO,City of Menasha - (WI),4127,Menasha,OP,13.6,12.5,12.5,22,SUB,,1964,WINNEBAGO+WI,"[-88.5251126, 44.0758178]",44.0758178,-88.5251126
576,WI,WINNEBAGO,City of Menasha - (WI),4127,Menasha,OP,6.9,6.9,6.9,22,SUB,,2006,WINNEBAGO+WI,"[-88.5251126, 44.0758178]",44.0758178,-88.5251126
577,IA,Scott,MidAmerican Energy Co,1081,Riverside,OP,5.0,4.0,4.0,22,SUB,NG,1949,Scott+IA,"[-91.76544109999999, 42.7019277]",42.7019277,-91.76544109999999
578,IA,Scott,MidAmerican Energy Co,1081,Riverside,OP,136.0,133.3,133.3,22,SUB,NG,1961,Scott+IA,"[-91.76544109999999, 42.7019277]",42.7019277,-91.76544109999999
579,IA,Pottawattamie,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,OP,49.0,37.7,37.7,22,SUB,NG,1954,Pottawattamie+IA,"[-95.4777811, 41.3911501]",41.3911501,-95.4777811
580,IA,Pottawattamie,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,OP,81.6,83.9,83.9,22,SUB,NG,1958,Pottawattamie+IA,"[-95.4777811, 41.3911501]",41.3911501,-95.4777811
581,IA,Pottawattamie,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,OP,725.8,708.7,708.7,22,SUB,,1978,Pottawattamie+IA,"[-95.4777811, 41.3911501]",41.3911501,-95.4777811
582,IA,Pottawattamie,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,OP,922.5,811.2,818.0,22,SUB,,2007,Pottawattamie+IA,"[-95.4777811, 41.3911501]",41.3911501,-95.4777811
583,IA,Woodbury,MidAmerican Energy Co,1091,George Neal North,OP,147.0,140.4,140.4,22,SUB,BIT,1964,Woodbury+IA,"[-95.9832577, 42.3166158]",42.3166158,-95.9832577
584,IA,Woodbury,MidAmerican Energy Co,1091,George Neal North,OP,349.2,293.8,293.8,22,SUB,BIT,1972,Woodbury+IA,"[-95.9832577, 42.3166158]",42.3166158,-95.9832577
585,IA,Woodbury,MidAmerican Energy Co,1091,George Neal North,OP,549.8,522.2,522.2,22,SUB,BIT,1975,Woodbury+IA,"[-95.9832577, 42.3166158]",42.3166158,-95.9832577
586,IA,Louisa,MidAmerican Energy Co,6664,Louisa,OP,811.9,750.2,750.2,22,SUB,,1983,Louisa+IA,"[-91.28910359999999, 41.19330009999999]",41.19330009999999,-91.28910359999999
587,IA,Woodbury,MidAmerican Energy Co,7343,George Neal South,OP,640.0,645.1,645.1,22,SUB,,1979,Woodbury+IA,"[-95.9832577, 42.3166158]",42.3166158,-95.9832577
588,IL,Will,Midwest Generations EME LLC,384,Joliet 29,OP,660.0,518.0,522.0,22,SUB,NG,1965,Will+IL,"[-88.0900762, 41.5054724]",41.5054724,-88.0900762
589,IL,Will,Midwest Generations EME LLC,384,Joliet 29,OP,660.0,518.0,522.0,22,SUB,NG,1966,Will+IL,"[-88.0900762, 41.5054724]",41.5054724,-88.0900762
590,IL,Cook,Midwest Generations EME LLC,867,Crawford,OP,239.3,213.0,216.0,22,SUB,,1958,Cook+IL,"[-87.697554, 41.7376587]",41.7376587,-87.697554
591,IL,Cook,Midwest Generations EME LLC,867,Crawford,OP,358.1,319.0,326.0,22,SUB,,1961,Cook+IL,"[-87.697554, 41.7376587]",41.7376587,-87.697554
592,IL,Will,Midwest Generations EME LLC,874,Joliet 9,OP,360.4,314.0,314.0,22,SUB,,1959,Will+IL,"[-88.0900762, 41.5054724]",41.5054724,-88.0900762
593,IL,Tazewell,Midwest Generations EME LLC,879,Powerton,OP,892.8,769.0,769.0,22,SUB,BIT,1972,Tazewell+IL,"[-89.4742177, 40.5522078]",40.5522078,-89.4742177
594,IL,Tazewell,Midwest Generations EME LLC,879,Powerton,OP,892.8,769.0,769.0,22,SUB,BIT,1975,Tazewell+IL,"[-89.4742177, 40.5522078]",40.5522078,-89.4742177
595,IL,Lake,Midwest Generations EME LLC,883,Waukegan,OP,326.4,328.0,328.0,22,SUB,NG,1958,Lake+IL,"[-87.8271534, 42.3689363]",42.3689363,-87.8271534
596,IL,Lake,Midwest Generations EME LLC,883,Waukegan,OP,355.3,361.0,361.0,22,SUB,NG,1962,Lake+IL,"[-87.8271534, 42.3689363]",42.3689363,-87.8271534
597,IL,Will,Midwest Generations EME LLC,884,Will County,OP,299.2,251.0,262.0,22,SUB,DFO,1957,Will+IL,"[-88.0900762, 41.5054724]",41.5054724,-88.0900762
598,IL,Will,Midwest Generations EME LLC,884,Will County,OP,598.4,510.0,520.0,22,SUB,DFO,1963,Will+IL,"[-88.0900762, 41.5054724]",41.5054724,-88.0900762
599,IL,Cook,Midwest Generations EME LLC,886,Fisk Street,OP,374.0,326.0,326.0,22,SUB,NG,1968,Cook+IL,"[-87.697554, 41.7376587]",41.7376587,-87.697554
600,PA,Indiana,Midwest Generations EME LLC,3122,Homer City Station,OP,660.0,620.0,650.0,22,BIT,DFO,1969,Indiana+PA,"[-79.15253489999999, 40.6214551]",40.6214551,-79.15253489999999
601,PA,Indiana,Midwest Generations EME LLC,3122,Homer City Station,OP,660.0,614.0,614.0,22,BIT,DFO,1969,Indiana+PA,"[-79.15253489999999, 40.6214551]",40.6214551,-79.15253489999999
602,PA,Indiana,Midwest Generations EME LLC,3122,Homer City Station,OP,692.0,650.0,650.0,22,BIT,DFO,1977,Indiana+PA,"[-79.15253489999999, 40.6214551]",40.6214551,-79.15253489999999
603,MI,Ingham,Michigan State University,10328,T B Simon Power Plant,OP,12.5,12.5,12.5,611,BIT,NG,1965,Ingham+MI,"[-84.3542049, 42.6468943]",42.6468943,-84.3542049
604,MI,Ingham,Michigan State University,10328,T B Simon Power Plant,OP,12.5,12.5,12.5,611,BIT,NG,1966,Ingham+MI,"[-84.3542049, 42.6468943]",42.6468943,-84.3542049
605,MI,Ingham,Michigan State University,10328,T B Simon Power Plant,OP,15.0,15.0,15.0,611,BIT,NG,1974,Ingham+MI,"[-84.3542049, 42.6468943]",42.6468943,-84.3542049
606,MI,Ingham,Michigan State University,10328,T B Simon Power Plant,OP,21.0,21.0,21.0,611,BIT,NG,1993,Ingham+MI,"[-84.3542049, 42.6468943]",42.6468943,-84.3542049
607,MI,Ingham,Michigan State University,10328,T B Simon Power Plant,OP,24.0,23.8,23.8,611,BIT,NG,2006,Ingham+MI,"[-84.3542049, 42.6468943]",42.6468943,-84.3542049
608,VA,Alexandria,GenOn Potomac River LLC,3788,Potomac River,OP,92.0,88.0,88.0,22,BIT,DFO,1949,Alexandria+VA,"[-77.0469214, 38.8048355]",38.8048355,-77.0469214
609,VA,Alexandria,GenOn Potomac River LLC,3788,Potomac River,OP,92.0,88.0,88.0,22,BIT,DFO,1950,Alexandria+VA,"[-77.0469214, 38.8048355]",38.8048355,-77.0469214
610,VA,Alexandria,GenOn Potomac River LLC,3788,Potomac River,OP,110.0,102.0,102.0,22,BIT,DFO,1954,Alexandria+VA,"[-77.0469214, 38.8048355]",38.8048355,-77.0469214
611,VA,Alexandria,GenOn Potomac River LLC,3788,Potomac River,OP,110.0,102.0,102.0,22,BIT,DFO,1956,Alexandria+VA,"[-77.0469214, 38.8048355]",38.8048355,-77.0469214
612,VA,Alexandria,GenOn Potomac River LLC,3788,Potomac River,OP,110.0,102.0,102.0,22,BIT,DFO,1957,Alexandria+VA,"[-77.0469214, 38.8048355]",38.8048355,-77.0469214
613,MD,Prince Georges,GenOn Chalk Point LLC,1571,Chalk Point LLC,OP,364.0,331.0,331.0,22,BIT,DFO,1964,Prince Georges+MD,"[-76.8720961, 38.78492110000001]",38.78492110000001,-76.8720961
614,MD,Prince Georges,GenOn Chalk Point LLC,1571,Chalk Point LLC,OP,364.0,336.0,336.0,22,BIT,DFO,1965,Prince Georges+MD,"[-76.8720961, 38.78492110000001]",38.78492110000001,-76.8720961
615,MN,St Louis,Minnesota Power Inc,1891,Syl Laskin,OP,58.0,55.0,55.0,22,SUB,NG,1953,St Louis+MN,"[-92.3623921, 47.7395106]",47.7395106,-92.3623921
616,MN,St Louis,Minnesota Power Inc,1891,Syl Laskin,OP,58.0,50.7,50.7,22,SUB,NG,1953,St Louis+MN,"[-92.3623921, 47.7395106]",47.7395106,-92.3623921
617,MN,Itasca,Minnesota Power Inc,1893,Clay Boswell,OP,75.0,68.0,68.0,22,SUB,,1958,Itasca+MN,"[-93.5683651, 47.5507924]",47.5507924,-93.5683651
618,MN,Itasca,Minnesota Power Inc,1893,Clay Boswell,OP,75.0,67.0,67.0,22,SUB,,1960,Itasca+MN,"[-93.5683651, 47.5507924]",47.5507924,-93.5683651
619,MN,Itasca,Minnesota Power Inc,1893,Clay Boswell,OP,364.5,360.5,360.5,22,SUB,,1973,Itasca+MN,"[-93.5683651, 47.5507924]",47.5507924,-93.5683651
620,MN,Itasca,Minnesota Power Inc,1893,Clay Boswell,OP,558.0,428.0,428.0,22,SUB,,1980,Itasca+MN,"[-93.5683651, 47.5507924]",47.5507924,-93.5683651
621,MN,Cook,Minnesota Power Inc,10075,Taconite Harbor Energy Center,OP,84.0,76.9,76.9,22,SUB,BIT,1957,Cook+MN,"[-92.6896184, 47.85241810000001]",47.85241810000001,-92.6896184
622,MN,Cook,Minnesota Power Inc,10075,Taconite Harbor Energy Center,OP,84.0,75.2,75.2,22,SUB,BIT,1957,Cook+MN,"[-92.6896184, 47.85241810000001]",47.85241810000001,-92.6896184
623,MN,Cook,Minnesota Power Inc,10075,Taconite Harbor Energy Center,OP,84.0,82.0,82.0,22,SUB,BIT,1967,Cook+MN,"[-92.6896184, 47.85241810000001]",47.85241810000001,-92.6896184
624,MD,Montgomery,GenOn Mid-Atlantic LLC,1572,Dickerson,OP,196.0,179.0,179.0,22,BIT,DFO,1960,Montgomery+MD,"[-77.2405153, 39.1547426]",39.1547426,-77.2405153
625,MD,Montgomery,GenOn Mid-Atlantic LLC,1572,Dickerson,OP,196.0,179.0,179.0,22,BIT,DFO,1962,Montgomery+MD,"[-77.2405153, 39.1547426]",39.1547426,-77.2405153
626,MD,Montgomery,GenOn Mid-Atlantic LLC,1572,Dickerson,OP,196.0,179.0,179.0,22,BIT,DFO,1959,Montgomery+MD,"[-77.2405153, 39.1547426]",39.1547426,-77.2405153
627,MD,Charles,GenOn Mid-Atlantic LLC,1573,Morgantown Generating Plant,OP,626.0,610.0,610.0,22,BIT,DFO,1970,Charles+MD,"[-77.10249019999999, 38.5221781]",38.5221781,-77.10249019999999
628,MD,Charles,GenOn Mid-Atlantic LLC,1573,Morgantown Generating Plant,OP,626.0,619.0,619.0,22,BIT,DFO,1971,Charles+MD,"[-77.10249019999999, 38.5221781]",38.5221781,-77.10249019999999
629,ND,Oliver,"Minnkota Power Coop, Inc",2823,Milton R Young,OP,257.0,250.0,250.0,22,LIG,DFO,1970,Oliver+ND,"[-101.342985, 47.1217918]",47.1217918,-101.342985
630,ND,Oliver,"Minnkota Power Coop, Inc",2823,Milton R Young,OP,477.0,447.0,455.0,22,LIG,DFO,1977,Oliver+ND,"[-101.342985, 47.1217918]",47.1217918,-101.342985
631,MS,Harrison,Mississippi Power Co,2049,Jack Watson,OP,299.2,232.0,232.0,22,BIT,NG,1968,Harrison+MS,"[-89.0179332, 30.432087]",30.432087,-89.0179332
