,PLANT_NAME,ONLINE_MW,FACILITY,PRIMARY_FUEL,TECHNOLOGY,STATUS,location,lat,lon
1123,HEBER GEOTHERMAL CO.,62.0,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,HEBER+CA,32.7308911,-115.529718
1124,DOUBLETREE HOTEL,0.2,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,VENTURA+CA,34.274646,-119.2290316
1125,COLMAC,47.0,WTE,AG & WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,MECCA+CA,33.571692,-116.0772244
1126,SADDLEBACK COMMUNITY COLLEGE,0.83,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,MISSION VIEJO+CA,33.6000232,-117.6719953
1127,RIALTO USD,0.1,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,RIALTO+CA,34.1064001,-117.3703235
1128,EL SOBRANTE,4.05,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,CORONA+CA,33.8752935,-117.5664384
1129,CES ENERGY ALBERHILL,0.56,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,ELSINORE+CA,44.523916,-81.245182
1130,CES ENERGY CORONA - PACIFIC CLAY,0.6,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,CORONA+CA,33.8752935,-117.5664384
1131,LOMA LINDA UNIVERSITY,11.6,OIL/GAS,NATURAL GAS,"GAS TURBINE, STEAM, INTERNAL COMBUSTION",OPERATIONAL,REDLANDS+CA,34.0555693,-117.1825381
1132,SAN FRANCISCO PEAK,0.35,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,OCEANSIDE+CA,33.1958696,-117.3794834
1133,THE WAVE,0.12,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,VISTA+CA,33.2000368,-117.2425355
1134,HUNTER INDUSTRIES,0.69,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN MARCOS+CA,33.1433723,-117.1661449
1135,PALOMAR MEDICAL CENTER,1.3,OIL/GAS,NATURAL GAS,"GAS TURBINE, RECIPROCATING ENGINE",OPERATIONAL,ESCONDIDO+CA,33.1192068,-117.086421
1136,GOAL LINE L.P.,49.9,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1137,SAN MARCOS,1.6,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN MARCOS+CA,33.1433723,-117.1661449
1138,ENCINA  POLLUTION CONTROL,0.75,WTE,BIOMASS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,CARLSBAD+CA,33.1580933,-117.3505939
1139,ROGER MILLER,0.45,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,ENCINITAS+CA,33.0369867,-117.2919818
1140,POMERADO HOSPITAL,0.35,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,POWAY+CA,32.9628232,-117.0358646
1141,BADGER FILTRATION,1.49,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,RANCHO SANTA FE+CA,33.020321,-117.202813
1142,NORTHROP GRUMMAN - FLUOR FACILITY & PLANT SERVICES,1.3,OIL/GAS,NATURAL GAS,"GAS TURBINE, STEAM, INTERNAL COMBUSTION, RECIPROCATING ENGINE",OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1143,ALLIANT FOOD SERVICE INC.,0.29,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1144,"QUALCOMM CENTRAL, BUILDING P",9.24,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1145,"QUALCOMM, BUILDING W",4.49,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1146,VA HOSPITAL,4.6,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1147,SALK INSTITUTE,1.3,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,LA JOLLA+CA,32.8328112,-117.2712717
1148,939 COAST MANAGEMENT,0.23,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,LA JOLLA+CA,32.8328112,-117.2712717
1149,UCSD,28.3,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1150,SYCAMORE  ENERGY 1,1.9,WTE,LANDFILL GAS,"GAS TURBINE, RECIPROCATING ENGINE",OPERATIONAL,SANTEE+CA,32.8383828,-116.9739167
1151,MM SAN DIEGO LLC - MIRAMAR,6.5,WTE,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1152,MIRAMAR ENERGY LLC,3.2,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1153,CSC WESTERN CENTER COGEN,3.5,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1154,CHILDREN'S HOSP. 2,3.5,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1155,KYOCERA INTERNATIONAL INC.,3.2,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1156,GROSSMONT COMMUNITY COLLEGE,0.2,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,EL CAJON+CA,32.7947731,-116.9625269
1157,GROSSMONT HOSP.,1.6,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,LA MESA+CA,32.7678287,-117.0230839
1158,NAVAL STATION,49.9,OIL/GAS,NATURAL GAS,"GAS TURBINE, STEAM TURBINE",OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1159,UNION-TRIBUNE PUBLISHING CO.,3.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1160,"NAWP, INC. (EAST WINDS PROJECT)",4.9,WIND,WIND,WIND TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1161,EL CONQUISTADOR,0.1,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1162,SAN DIEGO STATE UNIVERSITY,14.3,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1163,SEA WORLD,3.5,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1164,MERCY HOSP. II,0.8,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1165,PT. LOMA SEWAGE TREATMENT,4.5,WTE,BIOGAS,RECIPROCATING ENGINE,OPERATIONAL,POINT LOMA+CA,32.70003,-117.2466838
1166,GAS UTILIZATION  FACILITY,4.6,WTE,DIGESTER GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1167,NTC/MCRD ENERGY FACILITY,25.6,OIL/GAS,NATURAL GAS,"COMBINED CYCLE, STEAM TURBINE",OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1168,MARIOTT HOTEL & MARINA I - NORTH,0.8,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
1169,MARIOTT HOTEL & MARINA II - SOUTH,0.8,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
